year,state,dem_votes,gop_votes,ind_votes,source
1996,North Dakota,"106,905","125,050","34,456",https://uselectionatlas.org/RESULTS/
1996,Ohio,"2,148,222","1,859,883","526,329",https://uselectionatlas.org/RESULTS/
1996,Oklahoma,"488,105","582,315","136,293",https://uselectionatlas.org/RESULTS/
1996,Oregon,"649,641","538,152","189,967",https://uselectionatlas.org/RESULTS/
1996,Pennsylvania,"2,215,819","1,801,169","489,130",https://uselectionatlas.org/RESULTS/
1996,Rhode Island,"233,050","104,683","52,551",https://uselectionatlas.org/RESULTS/
1996,South Carolina,"504,051","573,458","71,948",https://uselectionatlas.org/RESULTS/
1996,South Dakota,"139,333","150,543","33,950",https://uselectionatlas.org/RESULTS/
1996,Tennessee,"909,146","863,530","121,429",https://uselectionatlas.org/RESULTS/
1996,Texas,"2,459,683","2,736,167","415,794",https://uselectionatlas.org/RESULTS/
1996,Utah,"221,633","361,911","82,085",https://uselectionatlas.org/RESULTS/
1996,Vermont,"137,894","80,352","40,203",https://uselectionatlas.org/RESULTS/
1996,Virginia,"1,091,060","1,138,350","187,232",https://uselectionatlas.org/RESULTS/
1996,Washington,"1,123,323","840,712","289,802",https://uselectionatlas.org/RESULTS/
1996,West Virginia,"327,812","233,946","74,701",https://uselectionatlas.org/RESULTS/
1996,Wisconsin,"1,071,971","845,029","279,169",https://uselectionatlas.org/RESULTS/
1996,Wyoming,"77,934","105,388","28,249",https://uselectionatlas.org/RESULTS/
1996,,"47,400,125","39,198,755","9,676,760",https://uselectionatlas.org/RESULTS/
2000,Alabama,"695,602","944,409","32,488",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Alaska,"79,004","167,398","39,158",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Arizona,"685,341","781,652","65,023",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Arkansas,"422,768","472,940","26,073",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,California,"5,861,203","4,567,429","537,224",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Colorado,"738,227","883,745","119,393",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Connecticut,"816,015","561,094","82,416",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Delaware,"180,068","137,288","10,266",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,District of Columbia,"171,923","18,073","11,898",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Florida,"2,912,253","2,912,790","138,067",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Georgia,"1,116,230","1,419,720","60,854",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Hawaii,"205,286","137,845","24,820",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Idaho,"138,637","336,937","26,047",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Illinois,"2,589,026","2,019,421","133,676",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Indiana,"901,980","1,245,836","51,486",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Iowa,"638,517","634,373","42,673",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Kansas,"399,276","622,332","50,610",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Kentucky,"638,898","872,492","32,797",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Louisiana,"792,344","927,871","45,441",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Maine,"319,951","286,616","45,250",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Maine CD-1,"176,293","148,618","24,040",https://web.archive.org/web/20120906013952/http://www.maine.gov/sos/cec/elec/2000g/gen00p-c.htm
2000,Maine CD-2,"143,658","137,998","21,210",https://web.archive.org/web/20120906013952/http://www.maine.gov/sos/cec/elec/2000g/gen00p-c.htm
2000,Maryland,"1,145,782","813,797","65,901",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Massachusetts,"1,616,487","878,502","207,995",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Michigan,"2,170,418","1,953,139","108,944",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Minnesota,"1,168,266","1,109,659","160,760",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Mississippi,"404,964","573,230","16,726",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Missouri,"1,111,138","1,189,924","58,830",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Montana,"137,126","240,178","33,693",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Nebraska,"231,780","433,862","31,377",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Nebraska CD-1,"86,946","142,562","12,515",https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2000/2000%20General.pdf
2000,Nebraska CD-2,"88,975","131,485","10,552",https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2000/2000%20General.pdf
2000,Nebraska CD-3,"55,859","159,815","8,310",https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2000/2000%20General.pdf
2000,Nevada,"279,978","301,575","27,417",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,New Hampshire,"266,348","273,559","29,174",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,New Jersey,"1,788,850","1,284,173","114,203",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,New Mexico,"286,783","286,417","25,405",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,New York,"4,113,791","2,405,676","310,928",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,North Carolina,"1,257,692","1,631,163","22,407",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,North Dakota,"95,284","174,852","18,120",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Ohio,"2,186,190","2,351,209","168,058",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Oklahoma,"474,276","744,337","15,616",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Oregon,"720,342","713,577","100,049",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Pennsylvania,"2,485,967","2,281,127","146,025",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Rhode Island,"249,508","130,555","29,049",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,South Carolina,"566,039","786,426","31,219",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,South Dakota,"118,804","190,700","6,765",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Tennessee,"981,720","1,061,949","32,512",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Texas,"2,433,746","3,799,639","174,252",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Utah,"203,053","515,096","52,605",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Vermont,"149,022","119,775","25,511",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Virginia,"1,217,290","1,437,490","84,667",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Washington,"1,247,652","1,108,864","130,917",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,West Virginia,"295,497","336,475","16,152",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Wisconsin,"1,242,987","1,237,279","118,341",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,Wyoming,"60,481","147,947","9,923",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2000,,"50,999,897","50,456,002","3,949,201",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2000/
2004,Alabama,"693,933","1,176,394","13,122",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Alaska,"111,025","190,889","10,684",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Arizona,"893,524","1,104,294","14,767",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Arkansas,"469,953","572,898","12,094",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,California,"6,745,485","5,509,826","166,541",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Colorado,"1,001,725","1,101,256","27,343",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Connecticut,"857,488","693,826","27,455",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Delaware,"200,152","171,660","3,378",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,District of Columbia,"202,970","21,256","3,360",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Florida,"3,583,544","3,964,522","61,744",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Georgia,"1,366,149","1,914,254","21,472",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Hawaii,"231,708","194,191","3,114",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Idaho,"181,098","409,235","8,114",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Illinois,"2,891,550","2,345,946","36,826",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Indiana,"969,011","1,479,438","19,553",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Iowa,"741,898","751,957","13,053",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Kansas,"434,993","736,456","16,307",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Kentucky,"712,733","1,069,439","13,710",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Louisiana,"820,299","1,102,169","20,638",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Maine,"396,842","330,201","13,709",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Maine CD-1,"211,703","165,824","6,865",https://web.archive.org/web/20081002003944/http://www.maine.gov/sos/cec/elec/2004n/pr.htm
2004,Maine CD-2,"185,139","164,377","6,844",https://web.archive.org/web/20081002003944/http://www.maine.gov/sos/cec/elec/2004n/pr.htm
2004,Maryland,"1,334,493","1,024,703","27,482",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Massachusetts,"1,803,800","1,071,109","37,479",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Michigan,"2,479,183","2,313,746","46,323",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Minnesota,"1,445,014","1,346,695","36,678",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Mississippi,"458,094","684,981","9,070",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Missouri,"1,259,171","1,455,713","16,480",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Montana,"173,710","266,063","10,672",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Nebraska,"254,328","512,814","11,044",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Nebraska CD-1,"96,314","169,888","3,887",https://uselectionatlas.org/RESULTS/data.php?year=2004&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
2004,Nebraska CD-2,"97,858","153,041","3,461",https://uselectionatlas.org/RESULTS/data.php?year=2004&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
2004,Nebraska CD-3,"60,156","189,885","3,623",https://uselectionatlas.org/RESULTS/data.php?year=2004&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
2004,Nevada,"397,190","418,690","13,707",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,New Hampshire,"340,511","331,237","5,990",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,New Jersey,"1,911,430","1,670,003","30,258",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,New Mexico,"370,942","376,930","8,432",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,New York,"4,314,280","2,962,567","114,189",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,North Carolina,"1,525,849","1,961,166","13,992",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,North Dakota,"111,052","196,651","5,130",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Ohio,"2,741,167","2,859,768","26,973",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Oklahoma,"503,966","959,792",0,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Oregon,"943,163","866,831","26,788",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Pennsylvania,"2,938,095","2,793,847","37,648",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Rhode Island,"259,760","169,046","8,323",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,South Carolina,"661,699","937,974","18,057",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,South Dakota,"149,244","232,584","6,387",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Tennessee,"1,035,160","1,383,336","16,467",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Texas,"2,832,704","4,526,917","51,144",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Utah,"241,199","663,742","22,903",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Vermont,"184,067","121,180","7,062",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Virginia,"1,454,742","1,716,959","26,666",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Washington,"1,510,201","1,304,894","43,989",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,West Virginia,"326,541","423,778","5,568",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Wisconsin,"1,489,504","1,478,120","29,383",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,Wyoming,"70,776","167,629","5,023",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2004,,"59,028,444","62,040,610","1,226,291",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2004/
2008,Alabama,"813,479","1,266,546","19,794",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Alaska,"123,594","193,841","8,762",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Arizona,"1,034,707","1,230,111","28,657",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Arkansas,"422,310","638,017","26,290",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,California,"8,274,473","5,011,781","275,646",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Colorado,"1,288,633","1,073,629","39,200",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Connecticut,"997,773","629,428","19,597",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Delaware,"255,459","152,374","4,579",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,District of Columbia,"245,800","17,367","2,686",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Florida,"4,282,367","4,046,219","63,046",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Georgia,"1,844,123","2,048,759","31,604",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Hawaii,"325,871","120,566","7,131",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Idaho,"236,440","403,012","15,670",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Illinois,"3,419,348","2,031,179","71,844",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Indiana,"1,374,039","1,345,648","31,367",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Iowa,"828,940","682,379","25,804",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Kansas,"514,765","699,655","21,452",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Kentucky,"751,985","1,048,462","26,173",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Louisiana,"782,989","1,148,275","29,497",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Maine,"421,923","295,273","13,967",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Maine CD-1,"232,145","144,604","6,877",https://www.maine.gov/sos/cec/elec/results/2008-09/tabs-can-pr-cnty-11-08.html
2008,Maine CD-2,"189,778","150,669","7,090",https://www.maine.gov/sos/cec/elec/results/2008-09/tabs-can-pr-cnty-11-08.html
2008,Maryland,"1,629,467","959,862","42,267",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Massachusetts,"1,904,098","1,108,854","68,034",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Michigan,"2,872,579","2,048,639","80,548",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Minnesota,"1,573,354","1,275,409","61,606",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Mississippi,"554,662","724,597","10,606",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Missouri,"1,441,911","1,445,814","37,480",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Montana,"232,159","243,882","15,872",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Nebraska,"333,319","452,979","14,983",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Nebraska CD-1,"121,411","148,179","4,303",https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2008/2008%20General%20Canvass%20Book.pdf
2008,Nebraska CD-2,"138,809","135,439","3,561",https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2008/2008%20General%20Canvass%20Book.pdf
2008,Nebraska CD-3,"73,099","169,361","4,282",https://sos.nebraska.gov/sites/sos.nebraska.gov/files/doc/elections/2008/2008%20General%20Canvass%20Book.pdf
2008,Nevada,"533,736","412,827","21,285",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,New Hampshire,"384,826","316,534","9,610",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,New Jersey,"2,215,422","1,613,207","39,608",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,New Mexico,"472,422","346,832","10,904",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,New York,"4,804,945","2,752,771","83,215",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,North Carolina,"2,142,651","2,128,474","39,664",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,North Dakota,"141,403","168,887","6,742",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Ohio,"2,940,044","2,677,820","90,486",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Oklahoma,"502,496","960,165",0,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Oregon,"1,037,291","738,475","52,098",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Pennsylvania,"3,276,363","2,655,885","81,024",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Rhode Island,"296,571","165,391","9,804",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,South Carolina,"862,449","1,034,896","23,624",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,South Dakota,"170,924","203,054","7,997",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Tennessee,"1,087,437","1,479,178","33,134",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Texas,"3,528,633","4,479,328","69,834",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Utah,"327,670","596,030","28,670",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Vermont,"219,262","98,974","6,810",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Virginia,"1,959,532","1,725,005","38,723",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Washington,"1,750,848","1,229,216","56,814",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,West Virginia,"303,857","397,466","12,128",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Wisconsin,"1,677,211","1,262,393","43,813",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,Wyoming,"82,868","164,958","6,832",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2008,,"69,498,516","59,948,323","1,866,981",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2008/
2012,Alabama,"795,696","1,255,925","22,717",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Alaska,"122,640","164,676","13,179",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Arizona,"1,025,232","1,233,654","40,368",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Arkansas,"394,409","647,744","27,315",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,California,"7,854,285","4,839,958","344,304",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Colorado,"1,323,102","1,185,243","61,177",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Connecticut,"905,109","634,899","18,985",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Delaware,"242,584","165,484","5,853",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,District of Columbia,"267,070","21,381","5,313",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Florida,"4,237,756","4,163,447","72,976",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Georgia,"1,773,827","2,078,688","47,535",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Hawaii,"306,658","121,015","7,024",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Idaho,"212,787","420,911","18,576",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Illinois,"3,019,512","2,135,216","87,286",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Indiana,"1,154,275","1,422,872","51,104",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Iowa,"822,544","730,617","29,019",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Kansas,"439,908","689,809","26,611",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Kentucky,"679,370","1,087,190","30,652",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Louisiana,"809,141","1,152,262","32,662",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Maine,"401,306","292,276","19,598",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Maine CD-1,"223,035","142,937","8,447",https://web.archive.org/web/20160328090648/https://www.archives.gov/federal-register/electoral-college/2012-certificates/pdfs/ascertainment-maine.pdf
2012,Maine CD-2,"177,998","149,215","9,013",https://web.archive.org/web/20160328090648/https://www.archives.gov/federal-register/electoral-college/2012-certificates/pdfs/ascertainment-maine.pdf
2012,Maryland,"1,677,844","971,869","57,614",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Massachusetts,"1,921,761","1,188,460","58,163",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Michigan,"2,564,569","2,115,256","51,136",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Minnesota,"1,546,167","1,320,225","70,169",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Mississippi,"562,949","710,746","11,889",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
2012,Missouri,"1,223,796","1,482,440","51,087",https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/federal-elections-2012/
